,text,retweet_count,favorite_count,followers_count,verified,listed_count,created_at,hashtags,name
23,"🟫🟫➖⬜⬜⬜➖🟫🟫
🟫⬜⬜⬜⬜⬜⬜⬜🟫
🟫⬜⬛⬜⬜⬜⬛⬜🟫
⬜⬜⬛⬜⬜⬜⬛⬜⬜
⬜⬜⬜🟫⬛🟫⬜⬜⬜
⬜⬜🟫🟫🟫🟫🟫⬜⬜
➖⬜🟫🟫🟥🟫🟫⬜
➖➖⬜⬜⬜⬜⬜

Trending: #SHIB 🐕

What's the 411 on the dog #crypto? 🐶",297,1332,1010716,True,4505,Fri Mar 11 10:05:55 +0000 2022,"[{'text': 'SHIB', 'indices': [88, 93]}, {'text': 'crypto', 'indices': [123, 130]}]",Huobi
0,"@CRYPT0DIAMOND Indeed we are

#cryptotwitter #cryptocurrency

✅ Retail payments
✅ 5 years locked liquidity 
✅ Augme… https://t.co/sF28Ph6VPs",5737,6321,124467,True,95,Fri Mar 11 22:51:11 +0000 2022,"[{'text': 'cryptotwitter', 'indices': [30, 44]}, {'text': 'cryptocurrency', 'indices': [45, 60]}]",$POODL
1,Dubai has approved its first law to regulate #crypto assets. #cryptocurrency #bitcoin $BTC https://t.co/vm61RRdZj0,906,2861,2450127,True,10862,Fri Mar 11 03:02:36 +0000 2022,"[{'text': 'crypto', 'indices': [45, 52]}, {'text': 'cryptocurrency', 'indices': [61, 76]}, {'text': 'bitcoin', 'indices': [77, 85]}]",Bitcoin News
2,South Koreans have elected a pro-crypto president who vows to deregulate the #crypto industry. #cryptocurrency… https://t.co/uJqZKnDC3g,311,1109,2450127,True,10862,Fri Mar 11 14:32:23 +0000 2022,"[{'text': 'crypto', 'indices': [77, 84]}, {'text': 'cryptocurrency', 'indices': [95, 110]}]",Bitcoin News
3,"It's #FEGfriday 🥳

Next 7 days is going to be wild!

🔥 UI Incoming
🔥 Dubai Crypto Expo Incoming
🔥 ... Incoming 

Le… https://t.co/esiUnBtgTQ",650,1745,399542,True,572,Fri Mar 11 17:50:10 +0000 2022,"[{'text': 'FEGfriday', 'indices': [5, 15]}]",FEG (Feed Every Gorilla)
4,JUST IN: 🇬🇧 UK’s Financial Conduct Authority has ordered all #cryptocurrency ATM operators to shut down immediately.,174,986,722197,True,1513,Fri Mar 11 12:30:58 +0000 2022,"[{'text': 'cryptocurrency', 'indices': [61, 76]}]",Watcher.Guru
5,Dubai adopts its first crypto law to position itself and the UAE to be a key player in designing the future of… https://t.co/r13jFMp8Mq,223,722,2450127,True,10862,Fri Mar 11 12:02:38 +0000 2022,[],Bitcoin News
6,Founders of #cryptocurrency company #Bitqyck sentenced to combined 8 yrs in prison for #TaxEvasion. “These criminal… https://t.co/5nqvjlb7er,111,244,7797,True,97,Fri Mar 11 20:36:09 +0000 2022,"[{'text': 'cryptocurrency', 'indices': [12, 27]}, {'text': 'Bitqyck', 'indices': [36, 44]}, {'text': 'TaxEvasion', 'indices': [87, 98]}]",IRS Criminal Investigation
7,"📢 “Be Smart With BitMart” Issue 001 is here! 🤨

📈Learn various crypto tips,  snippets of crypto wisdom and general… https://t.co/DqY5bNOOsf",22,72,398469,True,702,Fri Mar 11 20:36:57 +0000 2022,[],BitMart.Exchange
8,What is MiniDoge? MiniDoge is a deflationary meme token that has built into a full fledged ecosystem built for Web… https://t.co/8qugKS94V9,34,93,98160,True,53,Fri Mar 11 15:25:14 +0000 2022,[],MiniDOGE
9,"COMING SOON!! An open world blockchain adventure game, explore Doge City and play with friends. Earn NFT's, play to… https://t.co/rSLRmuTAqI",45,104,98160,True,53,Fri Mar 11 23:10:04 +0000 2022,[],MiniDOGE
10,"@BitMart's 4th Anniversary is March 15th, next Tuesday!🥳🎉🎊🎂

🗓3.15-3.29 the two weeks party is packed with giveaway… https://t.co/6blbblp7yc",2513,2036,398469,True,702,Fri Mar 11 18:10:57 +0000 2022,[],BitMart.Exchange
11,Dubai has approved its first law to regulate #crypto assets. #cryptocurrency #bitcoin $BTC https://t.co/vm61RRdZj0,906,2861,2450127,True,10862,Fri Mar 11 03:02:36 +0000 2022,"[{'text': 'crypto', 'indices': [45, 52]}, {'text': 'cryptocurrency', 'indices': [61, 76]}, {'text': 'bitcoin', 'indices': [77, 85]}]",Bitcoin News
12,"""#Shibnobi - An ecosystem with such promising potential, even @MartinKove wants to be involved in it."" 🥷🔥🦾… https://t.co/KTLI3yOKwG",1090,2472,134988,True,127,Fri Mar 11 04:06:17 +0000 2022,"[{'text': 'Shibnobi', 'indices': [1, 10]}]",Shibnobi
13,South Koreans have elected a pro-crypto president who vows to deregulate the #crypto industry. #cryptocurrency… https://t.co/uJqZKnDC3g,311,1109,2450127,True,10862,Fri Mar 11 14:32:23 +0000 2022,"[{'text': 'crypto', 'indices': [77, 84]}, {'text': 'cryptocurrency', 'indices': [95, 110]}]",Bitcoin News
14,JUST IN: 🇮🇱 Israel's central bank has published draft regulations that might allow #crypto businesses to operate in the country.,453,2329,722197,True,1513,Fri Mar 11 13:25:42 +0000 2022,"[{'text': 'crypto', 'indices': [83, 90]}]",Watcher.Guru
15,"JUST IN: 🇯🇲 Jamaica’s government will airdrop 2500 Jamaican dollars ($16) to the first 100,000 citizens who use the… https://t.co/1QYWLKbgIP",520,2751,722197,True,1513,Fri Mar 11 11:03:05 +0000 2022,[],Watcher.Guru
16,JUST IN: $200 million has been liquidated from the #crypto market in the past 24 hours .,357,2492,722197,True,1513,Fri Mar 11 02:36:23 +0000 2022,"[{'text': 'crypto', 'indices': [51, 58]}]",Watcher.Guru
17,"If someone gave you $100,000 worth of #crypto, that you couldn't sell before 2025, what coin would you choose to get it in?",297,2497,921839,True,5538,Fri Mar 11 18:40:00 +0000 2022,"[{'text': 'crypto', 'indices': [38, 45]}]",Lark Davis
18,I seriously LOVE #crypto!,282,2113,921839,True,5538,Fri Mar 11 22:22:00 +0000 2022,"[{'text': 'crypto', 'indices': [17, 24]}]",Lark Davis
19,The future of public #Bitcoin companies is uncertain. After reading @POTUS #Crypto executive order I sold all my… https://t.co/L0O6NcDFD6,186,812,874851,True,4661,Fri Mar 11 14:29:32 +0000 2022,"[{'text': 'Bitcoin', 'indices': [21, 29]}, {'text': 'Crypto', 'indices': [75, 82]}]",Kevin O'Leary aka Mr. Wonderful
20,Dubai adopts its first crypto law to position itself and the UAE to be a key player in designing the future of… https://t.co/r13jFMp8Mq,223,722,2450127,True,10862,Fri Mar 11 12:02:38 +0000 2022,[],Bitcoin News
21,"Did you miss #Pitbull Characters?

📽 The 2nd season of the ""Iconic $PIT #NFT Character Collection"" is here📢

Launch… https://t.co/ekaJqV6DXD",287,962,136932,True,191,Fri Mar 11 16:29:48 +0000 2022,"[{'text': 'Pitbull', 'indices': [13, 21]}, {'text': 'NFT', 'indices': [72, 76]}]",Pitbull Token
22,"Which #crypto would you invest 90% of your wealth in?

$SOL       $ETH       $BTC
👇            👇              👇",203,1286,1020386,True,3650,Fri Mar 11 00:50:02 +0000 2022,"[{'text': 'crypto', 'indices': [6, 13]}]",The Moon
23,"🟫🟫➖⬜⬜⬜➖🟫🟫
🟫⬜⬜⬜⬜⬜⬜⬜🟫
🟫⬜⬛⬜⬜⬜⬛⬜🟫
⬜⬜⬛⬜⬜⬜⬛⬜⬜
⬜⬜⬜🟫⬛🟫⬜⬜⬜
⬜⬜🟫🟫🟫🟫🟫⬜⬜
➖⬜🟫🟫🟥🟫🟫⬜
➖➖⬜⬜⬜⬜⬜

Trending: #SHIB 🐕

What's the 411 on the dog #crypto? 🐶",297,1332,1010716,True,4505,Fri Mar 11 10:05:55 +0000 2022,"[{'text': 'SHIB', 'indices': [88, 93]}, {'text': 'crypto', 'indices': [123, 130]}]",Huobi
24,"#dogecoin🐶- #shibainu🐕-  #catecoin🐱 

👇                       👇                       👇",192,1096,82430,True,174,Fri Mar 11 16:42:26 +0000 2022,"[{'text': 'dogecoin', 'indices': [0, 9]}, {'text': 'shibainu', 'indices': [12, 21]}, {'text': 'catecoin', 'indices': [25, 34]}]",CateCoin
25,".@AMCTheatres now accepts #dogecoin &amp; #shibainu payments! 🐶🚀

$DOGE $SHIB

https://t.co/qN5HVqQTfk",123,424,790216,True,3730,Fri Mar 11 08:32:07 +0000 2022,"[{'text': 'dogecoin', 'indices': [26, 35]}, {'text': 'shibainu', 'indices': [42, 51]}]",OKX
0,"@CRYPT0DIAMOND Indeed we are

#cryptotwitter #cryptocurrency

✅ Retail payments
✅ 5 years locked liquidity 
✅ Augme… https://t.co/sF28Ph6VPs",5737,6321,124467,True,95,Fri Mar 11 22:51:11 +0000 2022,"[{'text': 'cryptotwitter', 'indices': [30, 44]}, {'text': 'cryptocurrency', 'indices': [45, 60]}]",$POODL
1,Dubai has approved its first law to regulate #crypto assets. #cryptocurrency #bitcoin $BTC https://t.co/vm61RRdZj0,906,2861,2450127,True,10862,Fri Mar 11 03:02:36 +0000 2022,"[{'text': 'crypto', 'indices': [45, 52]}, {'text': 'cryptocurrency', 'indices': [61, 76]}, {'text': 'bitcoin', 'indices': [77, 85]}]",Bitcoin News
2,South Koreans have elected a pro-crypto president who vows to deregulate the #crypto industry. #cryptocurrency… https://t.co/uJqZKnDC3g,311,1109,2450127,True,10862,Fri Mar 11 14:32:23 +0000 2022,"[{'text': 'crypto', 'indices': [77, 84]}, {'text': 'cryptocurrency', 'indices': [95, 110]}]",Bitcoin News
3,"It's #FEGfriday 🥳

Next 7 days is going to be wild!

🔥 UI Incoming
🔥 Dubai Crypto Expo Incoming
🔥 ... Incoming 

Le… https://t.co/esiUnBtgTQ",650,1745,399542,True,572,Fri Mar 11 17:50:10 +0000 2022,"[{'text': 'FEGfriday', 'indices': [5, 15]}]",FEG (Feed Every Gorilla)
4,JUST IN: 🇬🇧 UK’s Financial Conduct Authority has ordered all #cryptocurrency ATM operators to shut down immediately.,174,986,722197,True,1513,Fri Mar 11 12:30:58 +0000 2022,"[{'text': 'cryptocurrency', 'indices': [61, 76]}]",Watcher.Guru
5,Dubai adopts its first crypto law to position itself and the UAE to be a key player in designing the future of… https://t.co/r13jFMp8Mq,223,722,2450127,True,10862,Fri Mar 11 12:02:38 +0000 2022,[],Bitcoin News
6,Founders of #cryptocurrency company #Bitqyck sentenced to combined 8 yrs in prison for #TaxEvasion. “These criminal… https://t.co/5nqvjlb7er,111,244,7797,True,97,Fri Mar 11 20:36:09 +0000 2022,"[{'text': 'cryptocurrency', 'indices': [12, 27]}, {'text': 'Bitqyck', 'indices': [36, 44]}, {'text': 'TaxEvasion', 'indices': [87, 98]}]",IRS Criminal Investigation
7,"📢 “Be Smart With BitMart” Issue 001 is here! 🤨

📈Learn various crypto tips,  snippets of crypto wisdom and general… https://t.co/DqY5bNOOsf",22,72,398469,True,702,Fri Mar 11 20:36:57 +0000 2022,[],BitMart.Exchange
8,What is MiniDoge? MiniDoge is a deflationary meme token that has built into a full fledged ecosystem built for Web… https://t.co/8qugKS94V9,34,93,98160,True,53,Fri Mar 11 15:25:14 +0000 2022,[],MiniDOGE
9,"COMING SOON!! An open world blockchain adventure game, explore Doge City and play with friends. Earn NFT's, play to… https://t.co/rSLRmuTAqI",45,104,98160,True,53,Fri Mar 11 23:10:04 +0000 2022,[],MiniDOGE
10,"@BitMart's 4th Anniversary is March 15th, next Tuesday!🥳🎉🎊🎂

🗓3.15-3.29 the two weeks party is packed with giveaway… https://t.co/6blbblp7yc",2513,2036,398469,True,702,Fri Mar 11 18:10:57 +0000 2022,[],BitMart.Exchange
11,Dubai has approved its first law to regulate #crypto assets. #cryptocurrency #bitcoin $BTC https://t.co/vm61RRdZj0,906,2861,2450127,True,10862,Fri Mar 11 03:02:36 +0000 2022,"[{'text': 'crypto', 'indices': [45, 52]}, {'text': 'cryptocurrency', 'indices': [61, 76]}, {'text': 'bitcoin', 'indices': [77, 85]}]",Bitcoin News
12,"""#Shibnobi - An ecosystem with such promising potential, even @MartinKove wants to be involved in it."" 🥷🔥🦾… https://t.co/KTLI3yOKwG",1090,2472,134988,True,127,Fri Mar 11 04:06:17 +0000 2022,"[{'text': 'Shibnobi', 'indices': [1, 10]}]",Shibnobi
13,South Koreans have elected a pro-crypto president who vows to deregulate the #crypto industry. #cryptocurrency… https://t.co/uJqZKnDC3g,311,1109,2450127,True,10862,Fri Mar 11 14:32:23 +0000 2022,"[{'text': 'crypto', 'indices': [77, 84]}, {'text': 'cryptocurrency', 'indices': [95, 110]}]",Bitcoin News
14,JUST IN: 🇮🇱 Israel's central bank has published draft regulations that might allow #crypto businesses to operate in the country.,453,2329,722197,True,1513,Fri Mar 11 13:25:42 +0000 2022,"[{'text': 'crypto', 'indices': [83, 90]}]",Watcher.Guru
15,"JUST IN: 🇯🇲 Jamaica’s government will airdrop 2500 Jamaican dollars ($16) to the first 100,000 citizens who use the… https://t.co/1QYWLKbgIP",520,2751,722197,True,1513,Fri Mar 11 11:03:05 +0000 2022,[],Watcher.Guru
16,JUST IN: $200 million has been liquidated from the #crypto market in the past 24 hours .,357,2492,722197,True,1513,Fri Mar 11 02:36:23 +0000 2022,"[{'text': 'crypto', 'indices': [51, 58]}]",Watcher.Guru
17,"If someone gave you $100,000 worth of #crypto, that you couldn't sell before 2025, what coin would you choose to get it in?",297,2497,921839,True,5538,Fri Mar 11 18:40:00 +0000 2022,"[{'text': 'crypto', 'indices': [38, 45]}]",Lark Davis
18,I seriously LOVE #crypto!,282,2113,921839,True,5538,Fri Mar 11 22:22:00 +0000 2022,"[{'text': 'crypto', 'indices': [17, 24]}]",Lark Davis
19,The future of public #Bitcoin companies is uncertain. After reading @POTUS #Crypto executive order I sold all my… https://t.co/L0O6NcDFD6,186,812,874851,True,4661,Fri Mar 11 14:29:32 +0000 2022,"[{'text': 'Bitcoin', 'indices': [21, 29]}, {'text': 'Crypto', 'indices': [75, 82]}]",Kevin O'Leary aka Mr. Wonderful
20,Dubai adopts its first crypto law to position itself and the UAE to be a key player in designing the future of… https://t.co/r13jFMp8Mq,223,722,2450127,True,10862,Fri Mar 11 12:02:38 +0000 2022,[],Bitcoin News
21,"Did you miss #Pitbull Characters?

📽 The 2nd season of the ""Iconic $PIT #NFT Character Collection"" is here📢

Launch… https://t.co/ekaJqV6DXD",287,962,136932,True,191,Fri Mar 11 16:29:48 +0000 2022,"[{'text': 'Pitbull', 'indices': [13, 21]}, {'text': 'NFT', 'indices': [72, 76]}]",Pitbull Token
22,"Which #crypto would you invest 90% of your wealth in?

$SOL       $ETH       $BTC
👇            👇              👇",203,1286,1020386,True,3650,Fri Mar 11 00:50:02 +0000 2022,"[{'text': 'crypto', 'indices': [6, 13]}]",The Moon
23,"🟫🟫➖⬜⬜⬜➖🟫🟫
🟫⬜⬜⬜⬜⬜⬜⬜🟫
🟫⬜⬛⬜⬜⬜⬛⬜🟫
⬜⬜⬛⬜⬜⬜⬛⬜⬜
⬜⬜⬜🟫⬛🟫⬜⬜⬜
⬜⬜🟫🟫🟫🟫🟫⬜⬜
➖⬜🟫🟫🟥🟫🟫⬜
➖➖⬜⬜⬜⬜⬜

Trending: #SHIB 🐕

What's the 411 on the dog #crypto? 🐶",297,1332,1010716,True,4505,Fri Mar 11 10:05:55 +0000 2022,"[{'text': 'SHIB', 'indices': [88, 93]}, {'text': 'crypto', 'indices': [123, 130]}]",Huobi
24,"#dogecoin🐶- #shibainu🐕-  #catecoin🐱 

👇                       👇                       👇",192,1096,82430,True,174,Fri Mar 11 16:42:26 +0000 2022,"[{'text': 'dogecoin', 'indices': [0, 9]}, {'text': 'shibainu', 'indices': [12, 21]}, {'text': 'catecoin', 'indices': [25, 34]}]",CateCoin
25,".@AMCTheatres now accepts #dogecoin &amp; #shibainu payments! 🐶🚀

$DOGE $SHIB

https://t.co/qN5HVqQTfk",123,424,790216,True,3730,Fri Mar 11 08:32:07 +0000 2022,"[{'text': 'dogecoin', 'indices': [26, 35]}, {'text': 'shibainu', 'indices': [42, 51]}]",OKX
26,"Surprise! 🥳

We are adding stable coins, pegged tokens and non-tokenomic tokens to #EverSwap! 🔁

#BTC #USDT #USDC… https://t.co/jVfAZ20HXq",539,1033,82680,True,150,Fri Mar 11 20:26:43 +0000 2022,"[{'text': 'EverSwap', 'indices': [83, 92]}, {'text': 'BTC', 'indices': [97, 101]}, {'text': 'USDT', 'indices': [102, 107]}, {'text': 'USDC', 'indices': [108, 113]}]",EverRise
27,"📈 Compre #BabyDoge e outras #memecoins na #OKEX! 🐶🐕🦴

#BABYDOGE @BabyDogeCoin
#DOGE @dogecoin
#ELON @DogelonMars… https://t.co/bmJoP9nUbh",163,500,4727,True,19,Fri Mar 11 12:00:01 +0000 2022,"[{'text': 'BabyDoge', 'indices': [9, 18]}, {'text': 'memecoins', 'indices': [28, 38]}, {'text': 'OKEX', 'indices': [42, 47]}, {'text': 'BABYDOGE', 'indices': [54, 63]}, {'text': 'DOGE', 'indices': [78, 83]}, {'text': 'ELON', 'indices': [94, 99]}]",OKX_Brasil (antiga OKEx)
28,"📈 ¡Compra #BabyDoge y otras #memecoins en #OKEx! 🐶🐕🦴

#BABYDOGE @BabyDogeCoin
#DOGE @dogecoin
#ELON @DogelonMars… https://t.co/1AHw6dDYvD",98,282,4355,True,22,Fri Mar 11 11:00:01 +0000 2022,"[{'text': 'BabyDoge', 'indices': [10, 19]}, {'text': 'memecoins', 'indices': [28, 38]}, {'text': 'OKEx', 'indices': [42, 47]}, {'text': 'BABYDOGE', 'indices': [54, 63]}, {'text': 'DOGE', 'indices': [78, 83]}, {'text': 'ELON', 'indices': [94, 99]}]",OKX_Latinoamérica
0,"@CRYPT0DIAMOND Indeed we are

#cryptotwitter #cryptocurrency

✅ Retail payments
✅ 5 years locked liquidity 
✅ Augme… https://t.co/sF28Ph6VPs",5737,6321,124467,True,95,Fri Mar 11 22:51:11 +0000 2022,"[{'text': 'cryptotwitter', 'indices': [30, 44]}, {'text': 'cryptocurrency', 'indices': [45, 60]}]",$POODL
1,Dubai has approved its first law to regulate #crypto assets. #cryptocurrency #bitcoin $BTC https://t.co/vm61RRdZj0,906,2861,2450127,True,10862,Fri Mar 11 03:02:36 +0000 2022,"[{'text': 'crypto', 'indices': [45, 52]}, {'text': 'cryptocurrency', 'indices': [61, 76]}, {'text': 'bitcoin', 'indices': [77, 85]}]",Bitcoin News
2,South Koreans have elected a pro-crypto president who vows to deregulate the #crypto industry. #cryptocurrency… https://t.co/uJqZKnDC3g,311,1109,2450127,True,10862,Fri Mar 11 14:32:23 +0000 2022,"[{'text': 'crypto', 'indices': [77, 84]}, {'text': 'cryptocurrency', 'indices': [95, 110]}]",Bitcoin News
3,"It's #FEGfriday 🥳

Next 7 days is going to be wild!

🔥 UI Incoming
🔥 Dubai Crypto Expo Incoming
🔥 ... Incoming 

Le… https://t.co/esiUnBtgTQ",650,1745,399542,True,572,Fri Mar 11 17:50:10 +0000 2022,"[{'text': 'FEGfriday', 'indices': [5, 15]}]",FEG (Feed Every Gorilla)
4,JUST IN: 🇬🇧 UK’s Financial Conduct Authority has ordered all #cryptocurrency ATM operators to shut down immediately.,174,986,722197,True,1513,Fri Mar 11 12:30:58 +0000 2022,"[{'text': 'cryptocurrency', 'indices': [61, 76]}]",Watcher.Guru
5,Dubai adopts its first crypto law to position itself and the UAE to be a key player in designing the future of… https://t.co/r13jFMp8Mq,223,722,2450127,True,10862,Fri Mar 11 12:02:38 +0000 2022,[],Bitcoin News
6,Founders of #cryptocurrency company #Bitqyck sentenced to combined 8 yrs in prison for #TaxEvasion. “These criminal… https://t.co/5nqvjlb7er,111,244,7797,True,97,Fri Mar 11 20:36:09 +0000 2022,"[{'text': 'cryptocurrency', 'indices': [12, 27]}, {'text': 'Bitqyck', 'indices': [36, 44]}, {'text': 'TaxEvasion', 'indices': [87, 98]}]",IRS Criminal Investigation
7,"📢 “Be Smart With BitMart” Issue 001 is here! 🤨

📈Learn various crypto tips,  snippets of crypto wisdom and general… https://t.co/DqY5bNOOsf",22,72,398469,True,702,Fri Mar 11 20:36:57 +0000 2022,[],BitMart.Exchange
8,What is MiniDoge? MiniDoge is a deflationary meme token that has built into a full fledged ecosystem built for Web… https://t.co/8qugKS94V9,34,93,98160,True,53,Fri Mar 11 15:25:14 +0000 2022,[],MiniDOGE
9,"COMING SOON!! An open world blockchain adventure game, explore Doge City and play with friends. Earn NFT's, play to… https://t.co/rSLRmuTAqI",45,104,98160,True,53,Fri Mar 11 23:10:04 +0000 2022,[],MiniDOGE
10,"@BitMart's 4th Anniversary is March 15th, next Tuesday!🥳🎉🎊🎂

🗓3.15-3.29 the two weeks party is packed with giveaway… https://t.co/6blbblp7yc",2513,2036,398469,True,702,Fri Mar 11 18:10:57 +0000 2022,[],BitMart.Exchange
11,Dubai has approved its first law to regulate #crypto assets. #cryptocurrency #bitcoin $BTC https://t.co/vm61RRdZj0,906,2861,2450127,True,10862,Fri Mar 11 03:02:36 +0000 2022,"[{'text': 'crypto', 'indices': [45, 52]}, {'text': 'cryptocurrency', 'indices': [61, 76]}, {'text': 'bitcoin', 'indices': [77, 85]}]",Bitcoin News
12,"""#Shibnobi - An ecosystem with such promising potential, even @MartinKove wants to be involved in it."" 🥷🔥🦾… https://t.co/KTLI3yOKwG",1090,2472,134988,True,127,Fri Mar 11 04:06:17 +0000 2022,"[{'text': 'Shibnobi', 'indices': [1, 10]}]",Shibnobi
13,South Koreans have elected a pro-crypto president who vows to deregulate the #crypto industry. #cryptocurrency… https://t.co/uJqZKnDC3g,311,1109,2450127,True,10862,Fri Mar 11 14:32:23 +0000 2022,"[{'text': 'crypto', 'indices': [77, 84]}, {'text': 'cryptocurrency', 'indices': [95, 110]}]",Bitcoin News
